,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity,target
2797,9.4,0.053,0.53,0.9963,6.8,37.0,3.07,5.0,10.1,0.4,151.0,0.35,1
2798,11.4,0.036,0.32,0.99068,6.9,34.0,3.19,7.0,1.6,0.45,114.0,0.31,1
2799,12.4,0.036,0.37,0.98964,6.7,45.0,3.19,7.0,1.3,0.51,125.0,0.16,1
2800,9.2,0.047,0.51,0.99604,6.6,61.0,3.22,5.0,8.0,0.49,189.0,0.25,1
2801,9.4,0.046,0.44,0.99584,6.8,52.0,3.2,5.0,8.2,0.51,183.0,0.26,1
2802,10.5,0.038,0.31,0.9923,5.6,8.0,3.3,6.0,5.3,0.39,79.0,0.15,1
2805,10.8,0.04,0.26,0.99238,7.3,36.0,3.34,6.0,1.6,0.44,123.0,0.2,1
2808,9.4,0.042,0.48,0.99566,7.0,60.0,3.2,6.0,6.1,0.5,184.0,0.27,1
2809,12.2,0.049,0.31,0.99067,5.8,25.0,3.44,7.0,2.7,0.73,153.0,0.32,1
2810,12.1,0.025,0.31,0.99066,7.8,22.0,2.99,7.0,3.6,0.47,100.0,0.26,1
2811,10.9,0.03,0.32,0.9929,7.4,23.0,3.17,5.0,1.7,0.66,128.0,0.3,1
2812,10.1,0.026,0.34,0.9934,6.7,27.0,3.34,6.0,1.6,0.58,109.0,0.16,1
2813,12.2,0.049,0.31,0.99067,5.8,25.0,3.44,7.0,2.7,0.73,153.0,0.32,1
2814,13.0,0.032,0.39,0.98912,6.7,14.0,3.31,7.0,1.0,0.38,71.0,0.19,1
2815,11.0,0.038,0.24,0.99066,6.6,15.0,3.23,5.0,0.9,0.39,72.0,0.36,1
2816,10.8,0.052,0.41,0.99228,7.2,24.0,3.19,5.0,1.6,0.49,126.0,0.17,1
2817,13.0,0.032,0.39,0.98912,6.7,14.0,3.31,7.0,1.0,0.38,71.0,0.19,1
2818,9.3,0.052,0.47,0.9958,6.0,69.0,2.91,4.0,10.6,0.34,148.0,0.11,1
2819,11.4,0.042,0.34,0.99052,6.0,63.0,3.44,6.0,2.0,0.42,123.0,0.21,1
2821,9.9,0.056,0.46,0.9968,6.6,42.0,3.5,5.0,6.2,0.6,241.0,0.4,1
2822,10.5,0.044,0.24,0.99502,6.5,25.0,3.22,5.0,9.2,0.44,150.0,0.2,1
2823,12.4,0.04,0.34,0.99084,7.6,18.0,3.06,6.0,5.0,0.48,56.0,0.27,1
2824,9.5,0.047,0.4,0.99573,7.2,52.0,3.18,6.0,6.3,0.53,172.0,0.26,1
2825,10.5,0.048,0.22,0.99256,6.3,41.0,3.16,6.0,3.3,0.5,161.0,0.25,1
2826,9.1,0.053,0.45,0.9959,6.5,52.0,3.23,6.0,8.0,0.48,196.0,0.22,1
2827,11.5,0.034,0.31,0.99084,6.4,53.0,3.38,7.0,1.2,0.35,138.0,0.14,1
2828,11.5,0.034,0.31,0.99084,6.4,53.0,3.38,7.0,1.2,0.35,138.0,0.14,1
2829,11.2,0.044,0.32,0.99644,7.1,31.0,3.17,5.0,16.2,0.37,170.0,0.26,1
2830,10.8,0.05,0.34,0.99526,6.6,59.0,3.22,5.0,11.6,0.4,140.0,0.22,1
2831,9.4,0.064,0.43,0.9954,6.6,31.0,3.12,5.0,7.2,0.44,186.0,0.45,1
2832,11.0,0.031,0.3,0.99095,6.6,13.0,3.17,6.0,1.1,0.58,73.0,0.17,1
2833,11.3,0.048,0.28,0.99188,7.2,22.0,3.21,7.0,3.4,0.37,112.0,0.44,1
2834,11.2,0.041,0.27,0.9909,6.2,51.0,3.28,6.0,1.4,0.38,117.0,0.15,1
2835,10.5,0.048,0.22,0.99256,6.3,41.0,3.16,6.0,3.3,0.5,161.0,0.25,1
2836,9.1,0.053,0.45,0.9959,6.5,52.0,3.23,6.0,8.0,0.48,196.0,0.22,1
2837,10.4,0.05,0.3,0.99581,7.3,35.0,3.21,6.0,9.3,0.5,154.0,0.26,1
2838,11.2,0.033,0.29,0.99132,6.9,14.0,3.1,7.0,2.3,0.58,82.0,0.15,1
2839,11.1,0.034,0.29,0.98936,5.8,34.0,3.14,7.0,0.9,0.36,89.0,0.22,1
2840,11.2,0.036,0.33,0.99136,6.5,23.0,3.18,6.0,3.5,0.38,92.0,0.37,1
2841,10.5,0.036,0.38,0.99142,5.5,17.0,3.29,6.0,1.7,0.39,98.0,0.375,1
2842,10.0,0.047,0.4,0.99232,5.9,23.0,3.2,6.0,1.3,0.45,92.0,0.2,1
2843,10.0,0.046,0.38,0.99232,5.9,24.0,3.2,6.0,1.3,0.47,90.0,0.22,1
2844,10.9,0.049,0.31,0.993,8.0,24.0,3.1,5.0,5.6,0.42,97.0,0.22,1
2845,10.9,0.028,0.29,0.99311,6.5,16.0,3.15,7.0,7.4,0.56,87.0,0.22,1
2846,11.2,0.033,0.29,0.99132,6.9,14.0,3.1,7.0,2.3,0.58,82.0,0.15,1
2847,11.7,0.035,0.34,0.98993,5.8,40.0,3.5,5.0,1.0,0.42,86.0,0.2,1
2848,10.0,0.033,0.07,0.99208,6.6,55.0,3.16,5.0,1.5,0.42,144.0,0.31,1
2850,9.0,0.053,0.29,0.99839,6.7,55.0,3.03,5.0,14.9,0.52,136.0,0.24,1
2851,10.0,0.052,0.34,0.99574,7.3,19.0,3.04,5.0,9.3,0.56,86.0,0.23,1
2852,11.9,0.041,0.39,0.99093,7.9,37.0,3.08,5.0,1.0,0.43,154.0,0.2,1
2853,10.6,0.028,0.39,0.99156,5.3,40.0,3.57,6.0,1.0,0.59,101.0,0.16,1
2854,11.0,0.047,0.28,0.99278,6.4,29.0,3.15,6.0,5.9,0.4,101.0,0.21,1
2855,11.2,0.027,0.26,0.9924,6.9,46.0,3.25,7.0,5.0,0.43,143.0,0.33,1
2856,12.0,0.034,0.58,0.98984,5.6,29.0,3.51,7.0,1.25,0.6,129.0,0.18,1
2858,11.2,0.027,0.26,0.9924,6.9,46.0,3.25,7.0,5.0,0.43,143.0,0.33,1
2859,10.5,0.034,0.36,0.99165,6.6,48.0,3.24,6.0,0.8,0.68,113.0,0.21,1
2860,10.2,0.037,0.33,0.9923,7.3,66.0,3.11,6.0,1.0,0.52,144.0,0.21,1
2861,11.0,0.047,0.28,0.99278,6.4,29.0,3.15,6.0,5.9,0.4,101.0,0.21,1
2862,12.2,0.028,0.32,0.99008,5.1,12.0,3.57,6.0,1.6,0.52,90.0,0.11,1
2863,12.3,0.036,0.32,0.98964,6.5,19.0,3.18,6.0,1.3,0.41,76.0,0.15,1
2864,10.6,0.028,0.39,0.99156,5.3,40.0,3.57,6.0,1.0,0.59,101.0,0.16,1
2865,10.4,0.032,0.46,0.9909,5.6,33.0,3.36,6.0,1.1,0.5,115.0,0.19,1
2866,12.0,0.034,0.58,0.98984,5.6,29.0,3.51,7.0,1.25,0.6,129.0,0.18,1
2867,12.7,0.021,0.32,0.9889,6.7,22.0,3.15,7.0,1.4,0.53,121.0,0.48,1
2868,10.6,0.018,0.23,0.99178,6.2,18.0,3.05,5.0,1.2,0.28,128.0,0.23,1
2869,12.3,0.028,0.29,0.99076,6.0,25.0,3.14,6.0,5.0,0.34,108.0,0.17,1
2870,12.7,0.021,0.32,0.9889,6.7,22.0,3.15,7.0,1.4,0.53,121.0,0.48,1
2871,11.4,0.037,0.38,0.99046,6.7,20.0,3.09,6.0,1.7,0.53,84.0,0.15,1
2875,11.4,0.037,0.38,0.99046,6.7,20.0,3.09,6.0,1.7,0.53,84.0,0.15,1
2876,10.7,0.04,0.31,0.99672,6.4,57.0,3.21,5.0,13.9,0.38,135.0,0.22,1
2877,9.3,0.045,0.55,0.99482,6.5,75.0,2.97,5.0,5.9,0.4,162.0,0.15,1
2878,12.7,0.027,0.33,0.98945,5.9,35.0,3.37,6.0,2.1,0.42,138.0,0.32,1
2879,11.7,0.029,0.3,0.98883,5.7,24.0,3.18,6.0,1.1,0.39,88.0,0.37,1
2880,10.7,0.039,0.35,0.99362,7.9,22.0,2.93,5.0,6.7,0.49,64.0,0.25,1
2881,11.8,0.033,0.28,0.99075,7.2,38.0,2.99,7.0,2.7,0.43,94.0,0.21,1
2882,9.9,0.039,0.3,0.99436,7.0,37.0,3.2,5.0,6.7,0.39,125.0,0.24,1
2883,13.4,0.047,0.33,0.98988,6.8,16.0,3.23,7.0,3.95,0.53,81.0,0.475,1
2884,12.8,0.032,0.32,0.99158,7.0,30.0,3.12,7.0,7.75,0.64,114.0,0.28,1
2885,12.8,0.033,0.3,0.99265,6.9,24.0,3.15,6.0,10.6,0.45,87.0,0.4,1
2886,10.5,0.042,0.31,0.99195,6.6,18.0,3.13,5.0,1.6,0.41,101.0,0.41,1
2887,11.5,0.032,0.28,0.99168,6.4,24.0,3.31,5.0,2.5,0.55,84.0,0.2,1
2888,10.5,0.04,0.34,0.9918,8.5,5.0,3.04,4.0,0.7,0.37,25.0,0.22,1
2889,13.0,0.032,0.36,0.99313,8.4,21.0,2.95,6.0,11.1,0.39,132.0,0.36,1
2891,10.2,0.041,0.3,0.9932,6.9,40.0,3.16,6.0,4.7,0.35,148.0,0.2,1
2892,9.0,0.054,0.46,0.99848,6.7,67.0,3.23,5.0,9.7,0.5,234.0,0.42,1
2894,11.7,0.044,0.36,0.99014,6.4,22.0,3.15,7.0,1.4,0.5,68.0,0.125,1
2895,10.0,0.054,0.26,0.9952,6.4,20.0,3.58,5.0,2.0,0.57,180.0,0.44,1
2896,10.3,0.055,0.39,0.99652,7.0,42.0,3.37,5.0,7.5,0.54,218.0,0.31,1
2897,9.0,0.054,0.46,0.99848,6.7,67.0,3.23,5.0,9.7,0.5,234.0,0.42,1
2898,11.1,0.032,0.28,0.99104,8.6,25.0,2.99,5.0,0.8,0.38,78.0,0.18,1
2899,9.0,0.05,0.26,0.99772,6.2,59.0,3.31,5.0,13.1,0.46,150.0,0.21,1
2900,10.5,0.031,0.37,0.9922,6.1,37.0,3.4,6.0,1.1,0.58,97.0,0.16,1
2901,11.9,0.028,0.32,0.99076,6.5,36.0,3.27,7.0,2.2,0.59,92.0,0.22,1
2902,9.4,0.036,0.14,0.99622,6.2,38.0,3.27,5.0,8.9,0.5,155.0,0.36,1
2903,11.4,0.035,0.25,0.9902,5.7,26.0,3.31,6.0,1.1,0.52,81.0,0.21,1
2904,10.8,0.034,0.32,0.99114,6.4,40.0,3.31,7.0,0.9,0.58,114.0,0.25,1
2905,9.8,0.073,0.26,0.9938,7.6,40.0,3.1,5.0,1.7,0.46,157.0,0.31,1
2906,9.3,0.047,0.46,0.99594,6.6,59.0,3.2,5.0,6.9,0.45,183.0,0.26,1
2907,11.4,0.035,0.25,0.9902,5.7,26.0,3.31,6.0,1.1,0.52,81.0,0.21,1
2908,11.3,0.031,0.31,0.99035,6.2,22.0,3.24,6.0,1.0,0.52,73.0,0.2,1
2909,11.3,0.031,0.3,0.99032,6.2,23.0,3.23,6.0,1.0,0.52,73.0,0.18,1
2910,9.5,0.031,0.2,0.99558,6.1,49.0,3.22,5.0,7.6,0.48,170.0,0.37,1
2911,9.4,0.036,0.14,0.99622,6.2,38.0,3.27,5.0,8.9,0.5,155.0,0.36,1
2912,11.9,0.028,0.32,0.99076,6.5,36.0,3.27,7.0,2.2,0.59,92.0,0.22,1
2913,9.3,0.046,0.3,0.99413,7.7,49.0,3.03,5.0,1.2,0.38,199.0,0.18,1
2914,11.4,0.041,0.38,0.99043,6.9,22.0,3.03,6.0,1.0,0.54,81.0,0.14,1
2915,11.4,0.041,0.38,0.99043,6.9,22.0,3.03,6.0,1.0,0.54,81.0,0.14,1
2916,12.7,0.053,0.26,0.98982,6.0,57.0,3.22,6.0,3.1,0.39,128.0,0.44,1
2917,13.5,0.033,0.4,0.98934,7.1,26.0,3.2,7.0,1.95,0.45,118.0,0.36,1
2918,11.2,0.019,0.28,0.9902,5.7,15.0,3.06,6.0,2.2,0.52,65.0,0.28,1
2919,10.7,0.038,0.32,0.99449,6.4,38.0,3.19,5.0,8.75,0.41,118.0,0.16,1
2920,10.8,0.032,0.4,0.99629,7.4,13.0,3.01,4.0,11.9,0.46,92.0,0.28,1
2921,10.5,0.054,0.31,0.9948,6.7,27.0,3.46,6.0,2.7,0.57,202.0,0.39,1
2923,10.8,0.029,0.31,0.99326,6.9,41.0,3.08,6.0,6.3,0.49,131.0,0.22,1
2924,9.1,0.046,0.29,0.99834,6.6,39.0,3.05,6.0,14.4,0.5,118.0,0.22,1
2925,10.1,0.038,0.3,0.99555,7.7,67.0,3.1,5.0,7.8,0.5,196.0,0.25,1
2927,12.0,0.036,0.31,0.99216,7.0,45.0,2.98,7.0,9.1,0.31,140.0,0.31,1
2928,12.0,0.036,0.31,0.99216,7.0,45.0,2.98,7.0,9.1,0.31,140.0,0.31,1
2929,9.1,0.046,0.29,0.99834,6.6,39.0,3.05,6.0,14.4,0.5,118.0,0.22,1
2932,10.2,0.038,0.32,0.99573,6.4,69.0,3.14,6.0,11.3,0.5,192.0,0.25,1
2933,10.8,0.029,0.31,0.99326,6.9,41.0,3.08,6.0,6.3,0.49,131.0,0.22,1
2934,9.8,0.028,0.29,0.99215,5.3,11.0,3.3,5.0,0.7,0.4,66.0,0.21,1
2935,11.4,0.023,0.28,0.98993,7.1,3.0,2.95,4.0,1.25,0.3,89.0,0.27,1
2936,9.8,0.03,0.27,0.99218,5.2,11.0,3.3,5.0,0.7,0.41,68.0,0.17,1
2937,10.1,0.038,0.3,0.99555,7.7,67.0,3.1,5.0,7.8,0.5,196.0,0.25,1
2940,10.7,0.036,0.34,0.99397,7.1,49.0,3.21,6.0,7.8,0.4,128.0,0.29,1
2941,10.6,0.022,0.3,0.99576,7.2,14.0,3.11,5.0,8.7,0.61,111.0,0.3,1
2942,9.3,0.037,0.46,0.99601,6.8,49.0,3.17,5.0,8.3,0.47,173.0,0.26,1
2944,10.7,0.036,0.34,0.99397,7.1,49.0,3.21,6.0,7.8,0.4,128.0,0.29,1
2946,11.0,0.026,0.28,0.99308,5.1,27.0,3.36,6.0,8.3,0.37,107.0,0.29,1
2947,11.0,0.026,0.28,0.99308,5.1,27.0,3.36,6.0,8.3,0.37,107.0,0.29,1
2948,9.4,0.049,0.48,0.99582,6.8,55.0,3.21,6.0,6.2,0.45,182.0,0.26,1
2949,9.0,0.078,0.52,0.99494,6.0,30.0,3.1,6.0,5.0,0.36,139.0,0.28,1
2950,9.0,0.042,0.25,0.9929,6.0,8.0,3.08,5.0,1.8,0.55,108.0,0.28,1
2951,10.0,0.044,0.22,0.99471,7.2,17.0,3.37,5.0,1.6,0.53,101.0,0.2,1
2952,9.0,0.041,0.25,0.9929,6.1,9.0,3.08,5.0,1.8,0.54,109.0,0.27,1
2953,9.0,0.042,0.25,0.9929,6.0,8.0,3.08,5.0,1.8,0.55,108.0,0.28,1
2954,12.4,0.036,0.3,0.99037,6.4,25.0,3.29,7.0,2.9,0.6,79.0,0.29,1
2955,11.3,0.042,0.24,0.99304,7.4,28.0,3.14,5.0,6.0,0.44,123.0,0.35,1
2956,12.0,0.034,0.38,0.99026,8.1,36.0,2.8,6.0,0.9,0.55,86.0,0.12,1
2957,11.7,0.031,0.3,0.98986,6.4,37.0,3.01,6.0,1.1,0.56,94.0,0.12,1
2958,10.0,0.044,0.22,0.99471,7.2,17.0,3.37,5.0,1.6,0.53,101.0,0.2,1
2959,13.2,0.016,0.26,0.98951,7.3,26.0,2.84,7.0,5.45,0.54,90.0,0.4,1
2960,11.0,0.04,0.34,0.99634,7.7,41.0,3.07,7.0,14.05,0.59,114.0,0.11,1
2961,11.0,0.03,0.41,0.99368,6.9,30.0,3.22,6.0,8.0,0.54,114.0,0.23,1
2963,13.0,0.021,0.29,0.99026,7.5,38.0,3.08,7.0,4.9,0.48,113.0,0.38,1
2966,9.0,0.051,0.3,0.99835,6.6,33.0,3.04,6.0,14.9,0.54,118.0,0.23,1
2967,9.0,0.051,0.3,0.99835,6.6,33.0,3.04,6.0,14.9,0.54,118.0,0.23,1
2968,11.5,0.021,0.31,0.99038,8.4,52.0,2.93,5.0,0.95,0.32,148.0,0.31,1
2969,11.0,0.025,0.3,0.99104,6.7,17.0,3.11,6.0,1.4,0.44,76.0,0.2,1
2970,11.5,0.021,0.31,0.99038,8.4,52.0,2.93,5.0,0.95,0.32,148.0,0.31,1
2971,9.9,0.05,0.24,0.99286,7.3,10.0,3.11,5.0,1.7,0.43,112.0,0.26,1
2972,10.4,0.039,0.22,0.99296,6.3,31.0,3.12,6.0,5.6,0.46,128.0,0.22,1
2973,9.0,0.051,0.3,0.99835,6.6,33.0,3.04,6.0,14.9,0.54,118.0,0.23,1
2974,9.9,0.056,0.4,0.9954,7.5,50.0,3.06,6.0,7.1,0.52,110.0,0.19,1
2975,11.0,0.045,0.33,0.9914,8.0,71.0,3.07,6.0,1.2,0.47,162.0,0.14,1
2976,12.1,0.026,0.39,0.99286,6.8,34.0,3.18,6.0,9.6,0.35,124.0,0.32,1
2977,9.7,0.044,0.2,0.99604,6.6,45.0,2.96,6.0,11.4,0.51,131.0,0.23,1
2978,9.7,0.044,0.2,0.99604,6.6,45.0,2.96,6.0,11.4,0.51,131.0,0.23,1
2979,12.2,0.034,0.26,0.99119,6.7,39.0,2.99,7.0,7.9,0.3,123.0,0.36,1
2980,12.4,0.016,0.42,0.99007,6.1,31.0,3.15,7.0,5.0,0.31,113.0,0.38,1
2981,10.5,0.033,0.28,0.99507,8.5,30.0,3.03,7.0,11.1,0.39,97.0,0.23,1
2982,10.4,0.05,0.31,0.99596,7.0,29.0,3.28,6.0,8.0,0.57,213.0,0.2,1
2983,12.0,0.029,0.32,0.99011,6.0,48.0,3.15,6.0,3.8,0.34,180.0,0.26,1
2984,12.7,0.037,0.3,0.99184,6.9,4.0,3.07,6.0,10.55,0.32,28.0,0.3,1
2985,10.9,0.039,0.28,0.99469,6.7,29.0,3.11,7.0,10.2,0.45,115.0,0.18,1
2986,10.9,0.039,0.28,0.99469,6.7,29.0,3.11,7.0,10.2,0.45,115.0,0.18,1
2987,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,7.0,9.8,0.45,113.0,0.18,1
2988,11.4,0.034,0.31,0.99305,7.2,17.0,3.15,7.0,6.3,0.52,103.0,0.19,1
2989,11.0,0.036,0.32,0.99096,6.2,74.0,3.22,6.0,1.1,0.41,184.0,0.16,1
2990,12.6,0.032,0.32,0.98956,5.0,58.0,3.45,7.0,4.5,0.31,178.0,0.27,1
2991,11.6,0.034,0.28,0.9921,6.3,45.0,3.29,7.0,6.3,0.46,152.0,0.37,1
2992,10.5,0.038,0.27,0.99496,6.6,29.0,3.11,7.0,10.9,0.44,130.0,0.2,1
2993,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,7.0,9.8,0.45,113.0,0.18,1
2994,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,7.0,9.8,0.45,113.0,0.18,1
2995,12.5,0.037,0.34,0.9888,6.6,42.0,3.03,6.0,0.8,0.37,119.0,0.28,1
2997,11.3,0.035,0.33,0.99082,6.9,35.0,3.02,6.0,1.2,0.58,158.0,0.25,1
2998,13.3,0.025,0.3,0.98802,6.0,18.0,3.07,7.0,1.3,0.64,112.0,0.32,1
2999,10.9,0.039,0.28,0.99406,6.8,29.0,3.11,7.0,9.8,0.45,113.0,0.18,1
3000,10.9,0.039,0.28,0.99469,6.7,29.0,3.11,7.0,10.2,0.45,115.0,0.18,1
3001,10.5,0.038,0.27,0.99496,6.6,29.0,3.11,7.0,10.9,0.44,130.0,0.2,1
3002,11.6,0.034,0.28,0.9921,6.3,45.0,3.29,7.0,6.3,0.46,152.0,0.37,1
3003,11.4,0.034,0.31,0.99305,7.2,17.0,3.15,7.0,6.3,0.52,103.0,0.19,1
3004,11.0,0.034,0.36,0.99074,6.3,26.0,3.16,6.0,1.2,0.51,111.0,0.18,1
3005,12.1,0.037,0.36,0.98968,6.9,40.0,3.08,6.0,0.9,0.36,156.0,0.3,1
3006,11.0,0.036,0.32,0.99096,6.2,74.0,3.22,6.0,1.1,0.41,184.0,0.16,1
3007,12.6,0.032,0.32,0.98956,5.0,58.0,3.45,7.0,4.5,0.31,178.0,0.27,1
3008,13.0,0.03,0.33,0.9887,5.0,54.0,3.36,7.0,3.7,0.3,173.0,0.3,1
3010,9.5,0.061,0.31,0.99388,6.7,30.5,3.16,5.0,1.35,0.53,218.0,0.25,1
3011,11.8,0.029,0.36,0.99206,6.6,30.0,3.2,6.0,5.5,0.47,105.0,0.22,1
3012,12.2,0.026,0.37,0.99035,6.8,29.0,3.14,6.0,3.1,0.45,93.0,0.25,1
3013,10.7,0.042,0.37,0.99581,7.0,36.0,3.05,6.0,12.85,0.55,105.0,0.13,1
3015,11.4,0.02,0.3,0.99362,7.2,14.0,2.99,6.0,8.25,0.44,104.0,0.32,1
3016,10.7,0.042,0.37,0.99581,7.0,36.0,3.05,6.0,12.85,0.55,105.0,0.13,1
3017,12.0,0.035,0.3,0.99016,5.9,57.0,3.09,6.0,3.8,0.34,135.0,0.34,1
3019,11.4,0.02,0.3,0.99362,7.2,14.0,2.99,6.0,8.25,0.44,104.0,0.32,1
3020,11.8,0.029,0.35,0.99439,8.4,3.0,3.02,6.0,11.7,0.34,46.0,0.32,1
3021,10.6,0.046,0.29,0.99458,6.8,6.0,3.34,4.0,4.6,0.48,88.0,0.27,1
3024,10.7,0.042,0.37,0.99581,7.0,36.0,3.05,6.0,12.85,0.55,105.0,0.13,1
3026,10.5,0.024,0.3,0.99456,8.4,17.0,2.99,6.0,8.9,0.34,118.0,0.22,1
3027,10.4,0.035,0.22,0.99578,7.4,44.0,3.1,5.0,11.7,0.45,150.0,0.32,1
3028,10.5,0.05,0.37,0.99546,7.5,21.0,3.2,6.0,6.2,0.55,138.0,0.18,1
3031,9.2,0.042,0.25,0.99646,5.8,33.0,3.22,6.0,10.8,0.41,124.0,0.19,1
3032,10.9,0.036,0.46,0.99264,6.7,15.0,3.37,5.0,1.6,0.49,92.0,0.14,1
3033,9.5,0.045,0.38,0.99578,6.8,50.0,3.15,6.0,8.3,0.5,185.0,0.24,1
3034,9.4,0.042,0.47,0.99604,6.9,36.0,3.15,6.0,8.4,0.55,156.0,0.25,1
3035,11.3,0.026,0.33,0.99014,6.0,31.0,3.13,7.0,2.5,0.5,85.0,0.24,1
3036,10.4,0.054,0.34,0.99489,6.8,26.0,3.42,5.0,3.5,0.58,189.0,0.29,1
3037,9.4,0.037,0.42,0.99884,6.3,57.0,3.26,6.0,17.2,0.57,170.0,0.33,1
3038,11.3,0.027,0.45,0.99054,6.5,43.0,3.02,6.0,2.1,0.52,104.0,0.23,1
3039,8.8,0.044,0.29,0.99782,6.3,59.0,3.14,6.0,12.2,0.4,196.0,0.27,1
3040,10.8,0.045,0.37,0.99519,6.3,58.0,3.2,5.0,11.8,0.35,130.0,0.2,1
3041,9.4,0.037,0.41,0.99882,6.2,58.0,3.25,6.0,16.8,0.57,173.0,0.33,1
3042,9.4,0.037,0.42,0.99884,6.3,57.0,3.26,6.0,17.2,0.57,170.0,0.33,1
3044,10.3,0.044,0.3,0.99666,6.0,15.0,3.12,6.0,14.7,0.53,144.0,0.27,1
3045,9.9,0.034,0.26,0.99324,5.7,21.0,3.09,6.0,5.5,0.57,99.0,0.12,1
3046,12.4,0.027,0.37,0.99086,6.9,38.0,3.19,6.0,6.1,0.34,112.0,0.24,1
3047,11.9,0.041,0.53,0.9908,7.7,42.0,3.11,5.0,1.2,0.44,167.0,0.18,1
3048,11.7,0.023,0.43,0.99067,7.1,33.0,3.11,6.0,1.3,0.56,132.0,0.17,1
3053,9.5,0.042,0.36,0.99427,7.6,26.0,3.09,5.0,4.5,0.47,102.0,0.17,1
3054,11.9,0.036,0.31,0.99152,5.8,7.0,3.2,6.0,5.9,0.43,73.0,0.15,1
3055,12.5,0.024,0.44,0.98935,6.3,36.0,3.18,6.0,1.7,0.4,116.0,0.25,1
3056,13.4,0.016,0.41,0.98876,6.9,6.0,3.16,5.0,1.4,0.4,55.0,0.28,1
3057,12.7,0.026,0.37,0.99174,7.2,27.0,3.13,5.0,5.4,0.84,114.0,0.27,1
3058,9.1,0.045,0.38,0.99572,6.2,54.0,3.17,5.0,7.9,0.46,208.0,0.25,1
3059,10.5,0.026,0.48,0.99184,8.5,23.0,2.9,6.0,1.1,0.5,58.0,0.19,1
3060,10.4,0.046,0.54,0.99454,6.2,58.0,3.19,5.0,7.0,0.7,176.0,0.25,1
3061,10.4,0.046,0.54,0.99454,6.2,58.0,3.19,5.0,7.0,0.7,176.0,0.25,1
3063,10.4,0.046,0.54,0.99454,6.2,58.0,3.19,5.0,7.0,0.7,176.0,0.25,1
3065,9.8,0.045,0.38,0.9975,7.0,54.0,3.18,6.0,15.3,0.42,120.0,0.15,1
3067,10.7,0.033,0.42,0.99205,7.3,29.0,3.17,4.0,1.2,0.43,142.0,0.28,1
3068,12.4,0.033,0.38,0.98962,6.1,28.0,3.16,6.0,2.3,0.49,111.0,0.18,1
3071,12.1,0.028,0.38,0.99274,6.5,20.0,3.1,7.0,10.2,0.43,82.0,0.36,1
3073,12.0,0.039,0.41,0.99052,6.7,48.0,3.25,5.0,2.9,0.43,122.0,0.24,1
3074,10.4,0.042,0.33,0.99546,6.6,29.0,3.28,5.0,8.5,0.6,141.0,0.25,1
3075,12.2,0.042,0.4,0.98972,6.4,23.0,3.11,7.0,1.5,0.46,87.0,0.15,1
3076,8.6,0.039,0.3,0.9942,6.3,24.0,3.05,5.0,3.1,0.43,115.0,0.28,1
3077,9.1,0.045,0.38,0.99572,6.2,54.0,3.17,5.0,7.9,0.46,208.0,0.25,1
3078,12.1,0.028,0.35,0.99022,7.1,35.0,2.96,5.0,3.5,0.33,91.0,0.28,1
3079,12.0,0.032,0.34,0.99253,6.6,9.0,3.32,5.0,4.9,0.81,125.0,0.35,1
3080,10.5,0.026,0.48,0.99184,8.5,23.0,2.9,6.0,1.1,0.5,58.0,0.19,1
3081,10.4,0.046,0.54,0.99454,6.2,58.0,3.19,5.0,7.0,0.7,176.0,0.25,1
3082,11.9,0.029,0.51,0.9903,6.0,10.0,3.46,6.0,1.2,0.42,102.0,0.35,1
3083,13.7,0.024,0.32,0.98906,5.8,28.0,3.25,7.0,4.5,0.52,94.0,0.31,1
3084,11.3,0.03,0.35,0.99146,6.6,33.0,3.22,6.0,2.6,0.72,78.0,0.17,1
3085,10.5,0.036,0.4,0.9951,8.5,24.0,3.02,6.0,9.9,0.42,88.0,0.23,1
3086,13.7,0.024,0.32,0.98906,5.8,28.0,3.25,7.0,4.5,0.52,94.0,0.31,1
3088,12.3,0.024,0.37,0.98876,6.3,12.0,2.94,6.0,1.5,0.39,76.0,0.37,1
3089,12.0,0.031,0.38,0.98956,6.2,20.0,3.06,7.0,3.2,0.33,89.0,0.36,1
3090,11.3,0.03,0.35,0.99146,6.6,33.0,3.22,6.0,2.6,0.72,78.0,0.17,1
3091,9.5,0.04,0.47,0.99592,6.3,61.0,3.12,6.0,11.2,0.51,183.0,0.28,1
3092,11.4,0.043,0.52,0.99129,7.6,28.0,3.02,6.0,3.2,0.53,152.0,0.27,1
3093,11.9,0.045,0.45,0.99064,7.0,40.0,3.16,7.0,2.3,0.48,118.0,0.25,1
3096,11.3,0.034,0.39,0.99121,6.8,19.0,3.23,7.0,1.4,0.6,102.0,0.13,1
3098,11.0,0.022,0.27,0.99221,5.1,44.0,3.36,7.0,6.7,0.39,129.0,0.33,1
3099,12.2,0.033,0.4,0.98924,6.7,34.0,2.97,7.0,2.1,0.48,111.0,0.34,1
3100,10.7,0.028,0.51,0.99176,6.7,57.0,2.91,7.0,4.3,0.54,124.0,0.14,1
